id;province_id;city_id;city_name
336;4;141126;石楼县
337;4;141127;岚县
338;4;141128;方山县
339;4;141129;中阳县
340;4;141130;交口县
341;4;141181;孝义市
342;4;141182;汾阳市
343;5;150100;呼和浩特市
344;5;150102;新城区
345;5;150103;回民区
346;5;150104;玉泉区
347;5;150105;赛罕区
348;5;150121;土默特左旗
349;5;150122;托克托县
350;5;150123;和林格尔县
351;5;150124;清水河县
352;5;150125;武川县
353;5;150200;包头市
354;5;150202;东河区
355;5;150203;昆都仑区
356;5;150204;青山区
357;5;150205;石拐区
358;5;150206;白云鄂博矿区
359;5;150207;九原区
360;5;150221;土默特右旗
361;5;150222;固阳县
362;5;150223;达尔罕茂明安联合旗
363;5;150300;乌海市
364;5;150302;海勃湾区
365;5;150303;海南区
366;5;150304;乌达区
367;5;150400;赤峰市
368;5;150402;红山区
369;5;150403;元宝山区
370;5;150404;松山区
371;5;150421;阿鲁科尔沁旗
372;5;150422;巴林左旗
373;5;150423;巴林右旗
374;5;150424;林西县
375;5;150425;克什克腾旗
376;5;150426;翁牛特旗
377;5;150428;喀喇沁旗
378;5;150429;宁城县
379;5;150430;敖汉旗
380;5;150500;通辽市
381;5;150502;科尔沁区
382;5;150521;科尔沁左翼中旗
383;5;150522;科尔沁左翼后旗
384;5;150523;开鲁县
385;5;150524;库伦旗
386;5;150525;奈曼旗
387;5;150526;扎鲁特旗
388;5;150581;霍林郭勒市
389;5;150600;鄂尔多斯市
390;5;150602;东胜区
391;5;150621;达拉特旗
392;5;150622;准格尔旗
393;5;150623;鄂托克前旗
394;5;150624;鄂托克旗
395;5;150625;杭锦旗
396;5;150626;乌审旗
397;5;150627;伊金霍洛旗
398;5;150700;呼伦贝尔市
399;5;150702;海拉尔区
400;5;150721;阿荣旗
401;5;150722;莫力达瓦达斡尔族自治旗
402;5;150723;鄂伦春自治旗
403;5;150724;鄂温克族自治旗
404;5;150725;陈巴尔虎旗
405;5;150726;新巴尔虎左旗
406;5;150727;新巴尔虎右旗
407;5;150781;满洲里市
408;5;150782;牙克石市
409;5;150783;扎兰屯市
410;5;150784;额尔古纳市
411;5;150785;根河市
412;5;150800;巴彦淖尔市
413;5;150802;临河区
414;5;150821;五原县
415;5;150822;磴口县
416;5;150823;乌拉特前旗
417;5;150824;乌拉特中旗
418;5;150825;乌拉特后旗
419;5;150826;杭锦后旗
420;5;150900;乌兰察布市
421;5;150902;集宁区
422;5;150921;卓资县
423;5;150922;化德县
424;5;150923;商都县
425;5;150924;兴和县
426;5;150925;凉城县
427;5;150926;察哈尔右翼前旗
428;5;150927;察哈尔右翼中旗
429;5;150928;察哈尔右翼后旗
430;5;150929;四子王旗
431;5;150981;丰镇市
432;5;152200;兴安盟
433;5;152201;乌兰浩特市
434;5;152202;阿尔山市
435;5;152221;科尔沁右翼前旗
436;5;152222;科尔沁右翼中旗
437;5;152223;扎赉特旗
438;5;152224;突泉县
439;5;152500;锡林郭勒盟
440;5;152501;二连浩特市
441;5;152502;锡林浩特市
442;5;152522;阿巴嘎旗
443;5;152523;苏尼特左旗
444;5;152524;苏尼特右旗
445;5;152525;东乌珠穆沁旗
446;5;152526;西乌珠穆沁旗
447;5;152527;太仆寺旗
448;5;152528;镶黄旗
449;5;152529;正镶白旗
450;5;152530;正蓝旗
451;5;152531;多伦县
452;5;152900;阿拉善盟
453;5;152921;阿拉善左旗
454;5;152922;阿拉善右旗
455;5;152923;额济纳旗
456;6;210100;沈阳市
457;6;210102;和平区
458;6;210103;沈河区
459;6;210104;大东区
460;6;210105;皇姑区
461;6;210106;铁西区
462;6;210111;苏家屯区
463;6;210112;东陵区
464;6;210113;沈北新区
465;6;210114;于洪区
466;6;210122;辽中县
467;6;210123;康平县
468;6;210124;法库县
469;6;210181;新民市
470;6;210200;大连市
471;6;210202;中山区
472;6;210203;西岗区
473;6;210204;沙河口区
474;6;210211;甘井子区
475;6;210212;旅顺口区
476;6;210213;金州区
477;6;210224;长海县
478;6;210281;瓦房店市
479;6;210282;普兰店市
480;6;210283;庄河市
481;6;210300;鞍山市
482;6;210302;铁东区
483;6;210303;铁西区
484;6;210304;立山区
485;6;210311;千山区
486;6;210321;台安县
487;6;210323;岫岩满族自治县
488;6;210381;海城市
489;6;210400;抚顺市
490;6;210402;新抚区
491;6;210403;东洲区
492;6;210404;望花区
493;6;210411;顺城区
494;6;210421;抚顺县
495;6;210422;新宾满族自治县
496;6;210423;清原满族自治县
497;6;210500;本溪市
498;6;210502;平山区
499;6;210503;溪湖区
500;6;210504;明山区
501;6;210505;南芬区
502;6;210521;本溪满族自治县
503;6;210522;桓仁满族自治县
504;6;210600;丹东市
505;6;210602;元宝区
506;6;210603;振兴区
507;6;210604;振安区
508;6;210624;宽甸满族自治县
509;6;210681;东港市
510;6;210682;凤城市
511;6;210700;锦州市
512;6;210702;古塔区
513;6;210703;凌河区
514;6;210711;太和区
515;6;210726;黑山县
516;6;210727;义县
517;6;210781;凌海市
518;6;210782;北镇市
519;6;210800;营口市
520;6;210802;站前区
521;6;210803;西市区
522;6;210804;鲅鱼圈区
523;6;210811;老边区
524;6;210881;盖州市
525;6;210882;大石桥市
526;6;210900;阜新市
527;6;210902;海州区
528;6;210903;新邱区
529;6;210904;太平区
530;6;210905;清河门区
531;6;210911;细河区
532;6;210921;阜新蒙古族自治县
533;6;210922;彰武县
534;6;211000;辽阳市
535;6;211002;白塔区
536;6;211003;文圣区
537;6;211004;宏伟区
538;6;211005;弓长岭区
539;6;211011;太子河区
540;6;211021;辽阳县
541;6;211081;灯塔市
542;6;211100;盘锦市
543;6;211102;双台子区
544;6;211103;兴隆台区
545;6;211121;大洼县
546;6;211122;盘山县
547;6;211200;铁岭市
548;6;211202;银州区
549;6;211204;清河区
550;6;211221;铁岭县
551;6;211223;西丰县
552;6;211224;昌图县
553;6;211281;调兵山市
554;6;211282;开原市
555;6;211300;朝阳市
556;6;211302;双塔区
557;6;211303;龙城区
558;6;211321;朝阳县
559;6;211322;建平县
560;6;211324;喀喇沁左翼蒙古族自治县
561;6;211381;北票市
562;6;211382;凌源市
563;6;211400;葫芦岛市
564;6;211402;连山区
565;6;211403;龙港区
566;6;211404;南票区
567;6;211421;绥中县
568;6;211422;建昌县
569;6;211481;兴城市
570;7;220100;长春市
571;7;220102;南关区
572;7;220103;宽城区
573;7;220104;朝阳区
574;7;220105;二道区
575;7;220106;绿园区
576;7;220112;双阳区
577;7;220122;农安县
578;7;220181;九台市
579;7;220182;榆树市
580;7;220183;德惠市
581;7;220200;吉林市
582;7;220202;昌邑区
583;7;220203;龙潭区
584;7;220204;船营区
585;7;220211;丰满区
586;7;220221;永吉县
587;7;220281;蛟河市
588;7;220282;桦甸市
589;7;220283;舒兰市
590;7;220284;磐石市
591;7;220300;四平市
592;7;220302;铁西区
593;7;220303;铁东区
594;7;220322;梨树县
595;7;220323;伊通满族自治县
596;7;220381;公主岭市
597;7;220382;双辽市
598;7;220400;辽源市
599;7;220402;龙山区
600;7;220403;西安区
601;7;220421;东丰县
602;7;220422;东辽县
603;7;220500;通化市
604;7;220502;东昌区
605;7;220503;二道江区
606;7;220521;通化县
607;7;220523;辉南县
608;7;220524;柳河县
609;7;220581;梅河口市
610;7;220582;集安市
611;7;220600;白山市
612;7;220602;浑江区
613;7;220605;江源区
614;7;220621;抚松县
615;7;220622;靖宇县
616;7;220623;长白朝鲜族自治县
617;7;220681;临江市
618;7;220700;松原市
619;7;220702;宁江区
620;7;220721;前郭尔罗斯蒙古族自治县
621;7;220722;长岭县
622;7;220723;乾安县
623;7;220724;扶余县
624;7;220800;白城市
625;7;220802;洮北区
626;7;220821;镇赉县
627;7;220822;通榆县
628;7;220881;洮南市
629;7;220882;大安市
630;7;222400;延边朝鲜族自治州
631;7;222401;延吉市
632;7;222402;图们市
633;7;222403;敦化市
634;7;222404;珲春市
635;7;222405;龙井市
636;7;222406;和龙市
637;7;222424;汪清县
638;7;222426;安图县
639;8;230100;哈尔滨市
640;8;230102;道里区
641;8;230103;南岗区
642;8;230104;道外区
643;8;230108;平房区
644;8;230109;松北区
645;8;230110;香坊区
646;8;230111;呼兰区
647;8;230112;阿城区
648;8;230123;依兰县
649;8;230124;方正县
650;8;230125;宾县
651;8;230126;巴彦县
652;8;230127;木兰县
653;8;230128;通河县
654;8;230129;延寿县
655;8;230182;双城市
656;8;230183;尚志市
657;8;230184;五常市
658;8;230200;齐齐哈尔市
659;8;230202;龙沙区
660;8;230203;建华区
661;8;230204;铁锋区
662;8;230205;昂昂溪区
663;8;230206;富拉尔基区
664;8;230207;碾子山区
665;8;230208;梅里斯达斡尔族区
666;8;230221;龙江县
667;8;230223;依安县
668;8;230224;泰来县
669;8;230225;甘南县
670;8;230227;富裕县
671;8;230229;克山县
672;8;230230;克东县
673;8;230231;拜泉县
674;8;230281;讷河市
675;8;230300;鸡西市
676;8;230302;鸡冠区
677;8;230303;恒山区
678;8;230304;滴道区
679;8;230305;梨树区
680;8;230306;城子河区
681;8;230307;麻山区
682;8;230321;鸡东县
683;8;230381;虎林市
684;8;230382;密山市
685;8;230400;鹤岗市
686;8;230402;向阳区
687;8;230403;工农区
688;8;230404;南山区
689;8;230405;兴安区
690;8;230406;东山区
691;8;230407;兴山区
692;8;230421;萝北县
693;8;230422;绥滨县
694;8;230500;双鸭山市
695;8;230502;尖山区
696;8;230503;岭东区
697;8;230505;四方台区
698;8;230506;宝山区
699;8;230521;集贤县
700;8;230522;友谊县
701;8;230523;宝清县
702;8;230524;饶河县
703;8;230600;大庆市
704;8;230602;萨尔图区
705;8;230603;龙凤区
706;8;230604;让胡路区
707;8;230605;红岗区
708;8;230606;大同区
709;8;230621;肇州县
710;8;230622;肇源县
711;8;230623;林甸县
712;8;230624;杜尔伯特蒙古族自治县
713;8;230700;伊春市
714;8;230702;伊春区
715;8;230703;南岔区
716;8;230704;友好区
717;8;230705;西林区
718;8;230706;翠峦区
719;8;230707;新青区
720;8;230708;美溪区
721;8;230709;金山屯区
722;8;230710;五营区
723;8;230711;乌马河区
724;8;230712;汤旺河区
725;8;230713;带岭区
726;8;230714;乌伊岭区
727;8;230715;红星区
728;8;230716;上甘岭区
729;8;230722;嘉荫县
730;8;230781;铁力市
731;8;230800;佳木斯市
732;8;230803;向阳区
733;8;230804;前进区
734;8;230805;东风区
735;8;230811;郊区
736;8;230822;桦南县
737;8;230826;桦川县
738;8;230828;汤原县
739;8;230833;抚远县
740;8;230881;同江市
741;8;230882;富锦市
742;8;230900;七台河市
743;8;230902;新兴区
744;8;230903;桃山区
745;8;230904;茄子河区
746;8;230921;勃利县
747;8;231000;牡丹江市
748;8;231002;东安区
749;8;231003;阳明区
750;8;231004;爱民区
751;8;231005;西安区
752;8;231024;东宁县
753;8;231025;林口县
754;8;231081;绥芬河市
755;8;231083;海林市
756;8;231084;宁安市
757;8;231085;穆棱市
758;8;231100;黑河市
759;8;231102;爱辉区
760;8;231121;嫩江县
761;8;231123;逊克县
762;8;231124;孙吴县
763;8;231181;北安市
764;8;231182;五大连池市
765;8;231200;绥化市
766;8;231202;北林区
767;8;231221;望奎县
768;8;231222;兰西县
769;8;231223;青冈县
770;8;231224;庆安县
771;8;231225;明水县
772;8;231226;绥棱县
773;8;231281;安达市
774;8;231282;肇东市
775;8;231283;海伦市
776;8;232700;大兴安岭地区
777;8;232721;呼玛县
778;8;232722;塔河县
779;8;232723;漠河县
780;9;310101;黄浦区
781;9;310104;徐汇区
782;9;310105;长宁区
783;9;310106;静安区
784;9;310107;普陀区
785;9;310108;闸北区
786;9;310109;虹口区
787;9;310110;杨浦区
788;9;310112;闵行区
789;9;310113;宝山区
790;9;310114;嘉定区
791;9;310115;浦东新区
792;9;310116;金山区
793;9;310117;松江区
794;9;310118;青浦区
795;9;310120;奉贤区
796;9;310230;崇明县
797;10;320100;南京市
798;10;320102;玄武区
799;10;320103;白下区
800;10;320104;秦淮区
801;10;320105;建邺区
802;10;320106;鼓楼区
803;10;320107;下关区
804;10;320111;浦口区
805;10;320113;栖霞区
806;10;320114;雨花台区
807;10;320115;江宁区
808;10;320116;六合区
809;10;320124;溧水县
810;10;320125;高淳县
811;10;320200;无锡市
812;10;320202;崇安区
813;10;320203;南长区
814;10;320204;北塘区
815;10;320205;锡山区
816;10;320206;惠山区
817;10;320211;滨湖区
818;10;320281;江阴市
819;10;320282;宜兴市
820;10;320300;徐州市
821;10;320302;鼓楼区
822;10;320303;云龙区
823;10;320305;贾汪区
824;10;320311;泉山区
825;10;320312;铜山区
826;10;320321;丰县
827;10;320322;沛县
828;10;320324;睢宁县
829;10;320381;新沂市
830;10;320382;邳州市
831;10;320400;常州市
832;10;320402;天宁区
833;10;320404;钟楼区
834;10;320405;戚墅堰区
835;10;320411;新北区
836;10;320412;武进区
837;10;320481;溧阳市
838;10;320482;金坛市
839;10;320500;苏州市
840;10;320505;虎丘区
841;10;320506;吴中区
842;10;320507;相城区
843;10;320508;姑苏区
844;10;320509;吴江区
845;10;320581;常熟市
846;10;320582;张家港市
847;10;320583;昆山市
848;10;320585;太仓市
849;10;320600;南通市
850;10;320602;崇川区
851;10;320611;港闸区
852;10;320612;通州区
853;10;320621;海安县
854;10;320623;如东县
855;10;320681;启东市
856;10;320682;如皋市
857;10;320684;海门市
858;10;320700;连云港市
859;10;320703;连云区
860;10;320705;新浦区
861;10;320706;海州区
862;10;320721;赣榆县
863;10;320722;东海县
864;10;320723;灌云县
865;10;320724;灌南县
866;10;320800;淮安市
867;10;320802;清河区
868;10;320803;淮安区
869;10;320804;淮阴区
870;10;320811;清浦区
871;10;320826;涟水县
872;10;320829;洪泽县
873;10;320830;盱眙县
874;10;320831;金湖县
875;10;320900;盐城市
876;10;320902;亭湖区
877;10;320903;盐都区
878;10;320921;响水县
879;10;320922;滨海县
880;10;320923;阜宁县
881;10;320924;射阳县
882;10;320925;建湖县
883;10;320981;东台市
884;10;320982;大丰市
885;10;321000;扬州市
886;10;321002;广陵区
887;10;321003;邗江区
888;10;321012;江都区
889;10;321023;宝应县
890;10;321081;仪征市
891;10;321084;高邮市
892;10;321100;镇江市
893;10;321102;京口区
894;10;321111;润州区
895;10;321112;丹徒区
896;10;321181;丹阳市
897;10;321182;扬中市
898;10;321183;句容市
899;10;321200;泰州市
900;10;321202;海陵区
901;10;321203;高港区
902;10;321281;兴化市
903;10;321282;靖江市
904;10;321283;泰兴市
905;10;321284;姜堰市
906;10;321300;宿迁市
907;10;321302;宿城区
908;10;321311;宿豫区
909;10;321322;沭阳县
910;10;321323;泗阳县
911;10;321324;泗洪县
912;11;330100;杭州市
913;11;330102;上城区
914;11;330103;下城区
915;11;330104;江干区
916;11;330105;拱墅区
917;11;330106;西湖区
918;11;330108;滨江区
919;11;330109;萧山区
920;11;330110;余杭区
921;11;330122;桐庐县
922;11;330127;淳安县
923;11;330182;建德市
924;11;330183;富阳市
925;11;330185;临安市
926;11;330200;宁波市
927;11;330203;海曙区
928;11;330204;江东区
929;11;330205;江北区
930;11;330206;北仑区
931;11;330211;镇海区
932;11;330212;鄞州区
933;11;330225;象山县
934;11;330226;宁海县
935;11;330281;余姚市
936;11;330282;慈溪市
937;11;330283;奉化市
938;11;330300;温州市
939;11;330302;鹿城区
940;11;330303;龙湾区
941;11;330304;瓯海区
942;11;330322;洞头县
943;11;330324;永嘉县
944;11;330326;平阳县
945;11;330327;苍南县
946;11;330328;文成县
947;11;330329;泰顺县
948;11;330381;瑞安市
949;11;330382;乐清市
950;11;330400;嘉兴市
951;11;330402;南湖区
952;11;330411;秀洲区
953;11;330421;嘉善县
954;11;330424;海盐县
955;11;330481;海宁市
956;11;330482;平湖市
957;11;330483;桐乡市
958;11;330500;湖州市
959;11;330502;吴兴区
960;11;330503;南浔区
961;11;330521;德清县
962;11;330522;长兴县
963;11;330523;安吉县
964;11;330600;绍兴市
965;11;330602;越城区
966;11;330621;绍兴县
967;11;330624;新昌县
968;11;330681;诸暨市
969;11;330682;上虞市
970;11;330683;嵊州市
971;11;330700;金华市
972;11;330702;婺城区
973;11;330703;金东区
974;11;330723;武义县
975;11;330726;浦江县
976;11;330727;磐安县
977;11;330781;兰溪市
978;11;330782;义乌市
979;11;330783;东阳市
980;11;330784;永康市
981;11;330800;衢州市
982;11;330802;柯城区
983;11;330803;衢江区
984;11;330822;常山县
985;11;330824;开化县
986;11;330825;龙游县
987;11;330881;江山市
988;11;330900;舟山市
989;11;330902;定海区
990;11;330903;普陀区
991;11;330921;岱山县
992;11;330922;嵊泗县
993;11;331000;台州市
994;11;331002;椒江区
995;11;331003;黄岩区
996;11;331004;路桥区
997;11;331021;玉环县
998;11;331022;三门县
999;11;331023;天台县
1000;11;331024;仙居县
1001;11;331081;温岭市
1002;11;331082;临海市
1003;11;331100;丽水市
1004;11;331102;莲都区
1005;11;331121;青田县
1006;11;331122;缙云县
1007;11;331123;遂昌县
1008;11;331124;松阳县
1009;11;331125;云和县
1010;11;331126;庆元县
1011;11;331127;景宁畲族自治县
1012;11;331181;龙泉市
1013;12;340100;合肥市
1014;12;340102;瑶海区
1015;12;340103;庐阳区
1016;12;340104;蜀山区
1017;12;340111;包河区
1018;12;340121;长丰县
1019;12;340122;肥东县
1020;12;340123;肥西县
1021;12;340124;庐江县
1022;12;340181;巢湖市
1023;12;340200;芜湖市
1024;12;340202;镜湖区
1025;12;340203;弋江区
1026;12;340207;鸠江区
1027;12;340208;三山区
1028;12;340221;芜湖县
1029;12;340222;繁昌县
1030;12;340223;南陵县
1031;12;340225;无为县
1032;12;340300;蚌埠市
1033;12;340302;龙子湖区
1034;12;340303;蚌山区
1035;12;340304;禹会区
1036;12;340311;淮上区
1037;12;340321;怀远县
1038;12;340322;五河县
1039;12;340323;固镇县
1040;12;340400;淮南市
1041;12;340402;大通区
1042;12;340403;田家庵区
1043;12;340404;谢家集区
1044;12;340405;八公山区
1045;12;340406;潘集区
1046;12;340421;凤台县
1047;12;340500;马鞍山市
1048;12;340503;花山区
1049;12;340504;雨山区
1050;12;340506;博望区
1051;12;340521;当涂县
1052;12;340522;含山县
1053;12;340523;和县
1054;12;340600;淮北市
1055;12;340602;杜集区
1056;12;340603;相山区
1057;12;340604;烈山区
1058;12;340621;濉溪县
1059;12;340700;铜陵市
1060;12;340702;铜官山区
1061;12;340703;狮子山区
1062;12;340711;郊区
1063;12;340721;铜陵县
1064;12;340800;安庆市
1065;12;340802;迎江区
1066;12;340803;大观区
1067;12;340811;宜秀区
1068;12;340822;怀宁县
1069;12;340823;枞阳县
1070;12;340824;潜山县
1071;12;340825;太湖县
1072;12;340826;宿松县
1073;12;340827;望江县
1074;12;340828;岳西县
1075;12;340881;桐城市
1076;12;341000;黄山市
1077;12;341002;屯溪区
1078;12;341003;黄山区
1079;12;341004;徽州区
1080;12;341021;歙县
1081;12;341022;休宁县
1082;12;341023;黟县
1083;12;341024;祁门县
1084;12;341100;滁州市
1085;12;341102;琅琊区
1086;12;341103;南谯区
1087;12;341122;来安县
1088;12;341124;全椒县
1089;12;341125;定远县
1090;12;341126;凤阳县
1091;12;341181;天长市
1092;12;341182;明光市
1093;12;341200;阜阳市
1094;12;341202;颍州区
1095;12;341203;颍东区
1096;12;341204;颍泉区
1097;12;341221;临泉县
1098;12;341222;太和县
1099;12;341225;阜南县
1100;12;341226;颍上县
1101;12;341282;界首市
1102;12;341300;宿州市
1103;12;341302;埇桥区
1104;12;341321;砀山县
1105;12;341322;萧县
1106;12;341323;灵璧县
1107;12;341324;泗县
1108;12;341500;六安市
1109;12;341502;金安区
1110;12;341503;裕安区
1111;12;341521;寿县
1112;12;341522;霍邱县
1113;12;341523;舒城县
1114;12;341524;金寨县
1115;12;341525;霍山县
1116;12;341600;亳州市
1117;12;341602;谯城区
1118;12;341621;涡阳县
1119;12;341622;蒙城县
1120;12;341623;利辛县
